timestamp,station,year,month,hour,day_name,season,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
2015-05-11 04:00:00,Changping,2015,5,4,Monday,Spring,17.0,17.0,2.0,42.0,800.0,11.0,9.0,1002.7,5.2,0.0,NW,1.5
2015-05-11 08:00:00,Changping,2015,5,8,Monday,Spring,18.0,58.0,2.0,33.0,500.0,38.0,14.1,1000.7,0.0,0.0,W,3.2
2015-05-11 13:00:00,Changping,2015,5,13,Monday,Spring,14.0,34.0,2.0,15.0,300.0,82.0,19.2,996.6,3.8,0.0,W,4.5
2015-05-11 16:00:00,Changping,2015,5,16,Monday,Spring,10.0,13.0,2.0,11.0,300.0,87.0,16.1,994.4,3.5,0.0,NNW,4.3
2015-05-11 20:00:00,Changping,2015,5,20,Monday,Spring,11.0,12.0,2.0,16.0,400.0,62.0,15.1,993.3,2.3,0.0,N,1.2
2015-05-11 21:00:00,Changping,2015,5,21,Monday,Spring,18.0,18.0,2.0,23.0,400.0,57.0,14.7,993.3,0.9,0.0,NW,1.9
2015-05-12 00:00:00,Changping,2015,5,0,Tuesday,Spring,18.0,18.0,2.0,43.0,300.0,56.0,14.5,991.5,1.7,0.0,NW,2.4
2015-05-12 12:00:00,Changping,2015,5,12,Tuesday,Spring,31.0,31.0,2.0,10.0,300.0,99.0,24.1,985.6,1.7,0.0,ENE,2.1
2015-05-12 20:00:00,Changping,2015,5,20,Tuesday,Spring,48.0,176.0,2.0,68.0,600.0,46.0,23.3,983.7,3.2,0.0,NE,1.2
2015-05-12 21:00:00,Changping,2015,5,21,Tuesday,Spring,50.0,78.0,2.0,69.0,700.0,37.0,20.2,984.5,1.6,0.0,NNW,1.6
2015-05-13 01:00:00,Changping,2015,5,1,Wednesday,Spring,24.0,38.0,2.0,29.0,300.0,42.0,14.7,985.3,1.6,0.0,NE,0.8
2015-05-13 06:00:00,Changping,2015,5,6,Wednesday,Spring,17.0,80.0,2.0,46.0,500.0,18.0,13.1,985.6,4.3,0.0,W,1.2
2015-05-13 12:00:00,Changping,2015,5,12,Wednesday,Spring,54.0,99.0,6.0,66.0,500.0,58.0,25.9,984.8,7.0,0.0,SSE,1.7
2015-05-13 18:00:00,Changping,2015,5,18,Wednesday,Spring,62.0,97.0,4.0,52.0,700.0,150.0,28.8,984.3,7.4,0.0,NNW,1.2
2015-05-13 20:00:00,Changping,2015,5,20,Wednesday,Spring,45.0,69.0,3.0,57.0,700.0,94.0,28.6,987.5,1.1,0.0,WNW,4.4
2015-05-13 22:00:00,Changping,2015,5,22,Wednesday,Spring,92.0,407.0,2.0,12.0,200.0,73.0,24.4,990.8,2.5,0.0,N,3.8
2015-05-14 01:00:00,Changping,2015,5,1,Thursday,Spring,68.0,188.0,2.0,5.0,200.0,80.0,20.4,994.9,0.2,0.0,NNW,2.2
2015-05-14 07:00:00,Changping,2015,5,7,Thursday,Spring,28.0,28.0,12.0,28.0,300.0,55.0,18.9,998.8,0.9,0.0,WNW,4.3
2015-05-14 09:00:00,Changping,2015,5,9,Thursday,Spring,24.0,31.0,18.0,23.0,400.0,68.0,22.0,999.3,0.5,0.0,WNW,3.4
2015-05-14 15:00:00,Changping,2015,5,15,Thursday,Spring,22.0,22.0,2.0,11.0,400.0,,25.5,997.8,3.4,0.0,SSE,2.9
2015-05-14 19:00:00,Changping,2015,5,19,Thursday,Spring,26.0,55.0,2.0,40.0,500.0,106.0,24.9,998.4,2.9,0.0,E,1.8
2015-05-14 20:00:00,Changping,2015,5,20,Thursday,Spring,33.0,62.0,2.0,35.0,500.0,101.0,23.5,999.3,5.4,0.0,N,2.0
2015-05-15 00:00:00,Changping,2015,5,0,Friday,Spring,12.0,26.0,2.0,5.0,300.0,90.0,21.0,1003.1,3.7,0.0,N,2.7
2015-05-15 07:00:00,Changping,2015,5,7,Friday,Spring,19.0,26.0,2.0,14.0,300.0,67.0,18.3,1007.9,2.6,0.0,N,1.4
2015-05-15 14:00:00,Changping,2015,5,14,Friday,Spring,22.0,29.0,3.0,12.0,300.0,106.0,25.5,1004.6,1.6,0.0,S,1.7
2015-05-16 08:00:00,Changping,2015,5,8,Saturday,Spring,37.0,65.0,8.0,51.0,400.0,23.0,19.9,1004.1,-1.9,0.0,WSW,0.9
2015-05-16 14:00:00,Changping,2015,5,14,Saturday,Spring,23.0,41.0,2.0,20.0,300.0,114.0,29.1,998.2,-1.1,0.0,S,3.7
2015-05-16 17:00:00,Changping,2015,5,17,Saturday,Spring,54.0,106.0,7.0,20.0,600.0,184.0,28.5,995.4,6.6,0.0,S,3.6
2015-05-16 23:00:00,Changping,2015,5,23,Saturday,Spring,80.0,148.0,9.0,41.0,1300.0,108.0,20.4,994.9,9.6,0.0,N,1.4
2015-05-17 04:00:00,Changping,2015,5,4,Sunday,Spring,76.0,107.0,6.0,20.0,1000.0,82.0,17.9,992.3,10.0,0.0,NE,1.5
2015-05-17 07:00:00,Changping,2015,5,7,Sunday,Spring,88.0,134.0,8.0,30.0,1000.0,80.0,18.8,992.0,11.4,0.0,NNW,1.5
2015-05-17 08:00:00,Changping,2015,5,8,Sunday,Spring,118.0,187.0,10.0,40.0,1100.0,73.0,20.2,991.8,13.6,0.0,E,1.7
2015-05-17 11:00:00,Changping,2015,5,11,Sunday,Spring,168.0,219.0,12.0,43.0,1100.0,99.0,23.4,990.1,14.9,0.0,ESE,2.5
2015-05-17 16:00:00,Changping,2015,5,16,Sunday,Spring,154.0,202.0,16.0,28.0,1200.0,182.0,24.7,986.1,17.9,0.2,ESE,0.7
2015-05-17 19:00:00,Changping,2015,5,19,Sunday,Spring,159.0,178.0,6.0,34.0,1300.0,129.0,23.7,987.0,16.7,0.0,NNW,1.0
2015-05-17 20:00:00,Changping,2015,5,20,Sunday,Spring,166.0,196.0,5.0,55.0,1400.0,97.0,23.3,987.6,17.1,0.0,W,1.4
2015-05-17 23:00:00,Changping,2015,5,23,Sunday,Spring,88.0,88.0,5.0,22.0,900.0,102.0,21.8,989.1,13.7,0.0,SE,0.9
2015-05-18 01:00:00,Changping,2015,5,1,Monday,Spring,48.0,48.0,2.0,18.0,600.0,68.0,19.8,989.0,12.3,0.0,NNE,0.9
2015-05-18 03:00:00,Changping,2015,5,3,Monday,Spring,37.0,37.0,2.0,13.0,500.0,62.0,19.3,990.2,10.6,0.0,N,1.0
2015-05-18 05:00:00,Changping,2015,5,5,Monday,Spring,37.0,65.0,2.0,75.0,800.0,2.0,17.2,991.7,11.0,0.0,NW,1.1
2015-05-18 08:00:00,Changping,2015,5,8,Monday,Spring,59.0,128.0,2.0,13.0,300.0,77.0,21.7,994.9,-1.6,0.0,NNW,3.4
2015-05-18 15:00:00,Changping,2015,5,15,Monday,Spring,67.0,67.0,2.0,11.0,300.0,94.0,27.3,992.8,-4.6,0.0,WNW,3.7
2015-05-18 17:00:00,Changping,2015,5,17,Monday,Spring,,62.0,,11.0,100.0,48.0,26.8,992.0,-5.0,0.0,WNW,4.5
2015-05-18 19:00:00,Changping,2015,5,19,Monday,Spring,,51.0,2.0,12.0,200.0,85.0,25.6,992.5,-7.1,0.0,NW,4.8
2015-05-19 16:00:00,Changping,2015,5,16,Tuesday,Spring,10.0,38.0,2.0,10.0,300.0,,24.5,999.8,0.7,0.0,NNW,4.0
2015-05-19 18:00:00,Changping,2015,5,18,Tuesday,Spring,15.0,21.0,2.0,10.0,300.0,90.0,24.3,1000.2,0.6,0.0,NNW,3.3
2015-05-20 03:00:00,Changping,2015,5,3,Wednesday,Spring,10.0,18.0,2.0,9.0,200.0,78.0,19.5,1006.5,0.5,0.0,NNW,1.8
2015-05-20 04:00:00,Changping,2015,5,4,Wednesday,Spring,14.0,19.0,2.0,8.0,200.0,77.0,19.6,1006.8,0.6,0.0,NNW,3.2
2015-05-20 12:00:00,Changping,2015,5,12,Wednesday,Spring,14.0,23.0,2.0,,200.0,54.0,27.3,1007.1,0.1,0.0,W,2.5
2015-05-20 21:00:00,Changping,2015,5,21,Wednesday,Spring,27.0,89.0,2.0,45.0,500.0,75.0,21.6,1004.2,3.7,0.0,NNW,1.5
2015-05-21 04:00:00,Changping,2015,5,4,Thursday,Spring,19.0,33.0,7.0,27.0,400.0,41.0,16.0,1004.6,1.3,0.0,NNW,1.4
2015-05-21 05:00:00,Changping,2015,5,5,Thursday,Spring,25.0,42.0,2.0,50.0,500.0,22.0,15.8,1004.5,1.9,0.0,NNW,1.6
2015-05-21 14:00:00,Changping,2015,5,14,Thursday,Spring,44.0,78.0,3.0,51.0,600.0,136.0,29.1,1000.9,4.5,0.0,SSE,2.8
2015-05-21 18:00:00,Changping,2015,5,18,Thursday,Spring,34.0,156.0,5.0,22.0,500.0,142.0,27.2,998.8,7.6,0.0,SE,3.5
2015-05-21 20:00:00,Changping,2015,5,20,Thursday,Spring,22.0,98.0,3.0,25.0,400.0,116.0,24.6,999.6,7.3,0.0,ESE,2.5
2015-05-21 23:00:00,Changping,2015,5,23,Thursday,Spring,30.0,84.0,7.0,29.0,600.0,92.0,21.1,1001.1,7.7,0.0,NE,1.7
2015-05-22 01:00:00,Changping,2015,5,1,Friday,Spring,30.0,71.0,4.0,21.0,600.0,83.0,19.0,1001.5,7.7,0.0,NE,1.1
2015-05-22 02:00:00,Changping,2015,5,2,Friday,Spring,29.0,60.0,3.0,17.0,500.0,86.0,18.6,1001.4,7.7,0.0,ENE,1.0
2015-05-23 00:00:00,Changping,2015,5,0,Saturday,Spring,,70.0,4.0,21.0,700.0,138.0,20.7,999.5,9.0,0.0,ENE,0.8
2015-05-23 09:00:00,Changping,2015,5,9,Saturday,Spring,112.0,153.0,13.0,92.0,1100.0,53.0,23.4,1000.5,10.8,0.0,S,1.6
2015-05-23 12:00:00,Changping,2015,5,12,Saturday,Spring,112.0,143.0,17.0,29.0,1000.0,216.0,28.4,998.8,11.0,0.0,SE,2.7
2015-05-23 14:00:00,Changping,2015,5,14,Saturday,Spring,118.0,151.0,16.0,32.0,1100.0,283.0,31.0,997.3,11.9,0.0,SE,2.2
2015-05-23 17:00:00,Changping,2015,5,17,Saturday,Spring,84.0,122.0,14.0,,700.0,173.0,30.4,996.5,11.4,0.0,SE,2.7
2015-05-23 18:00:00,Changping,2015,5,18,Saturday,Spring,82.0,138.0,16.0,24.0,900.0,243.0,29.5,996.7,12.0,0.0,SE,2.3
2015-05-23 21:00:00,Changping,2015,5,21,Saturday,Spring,92.0,157.0,15.0,40.0,1100.0,173.0,27.0,998.8,12.2,0.0,ESE,1.5
2015-05-24 09:00:00,Changping,2015,5,9,Sunday,Spring,146.0,177.0,17.0,30.0,1300.0,119.0,24.1,999.2,13.6,0.0,E,1.3
2015-05-25 10:00:00,Changping,2015,5,10,Monday,Spring,126.0,188.0,16.0,57.0,1100.0,113.0,27.5,998.0,13.8,0.0,SE,1.7
2015-05-25 13:00:00,Changping,2015,5,13,Monday,Spring,136.0,173.0,21.0,28.0,1100.0,260.0,31.1,996.2,14.3,0.0,E,1.5
2015-05-25 14:00:00,Changping,2015,5,14,Monday,Spring,128.0,178.0,22.0,36.0,1200.0,280.0,33.1,995.3,12.1,0.0,ESE,2.7
2015-05-25 18:00:00,Changping,2015,5,18,Monday,Spring,116.0,207.0,41.0,22.0,1700.0,296.0,32.0,994.5,14.6,0.0,SSE,3.2
2015-05-25 20:00:00,Changping,2015,5,20,Monday,Spring,98.0,160.0,23.0,26.0,1200.0,240.0,29.7,995.3,13.9,0.0,SE,1.9
2015-05-26 03:00:00,Changping,2015,5,3,Tuesday,Spring,83.0,121.0,8.0,16.0,1000.0,134.0,23.5,997.2,13.9,0.0,ENE,1.0
2015-05-26 10:00:00,Changping,2015,5,10,Tuesday,Spring,97.0,156.0,16.0,35.0,900.0,133.0,28.0,998.0,14.6,0.0,SE,2.1
2015-05-26 14:00:00,Changping,2015,5,14,Tuesday,Spring,99.0,166.0,33.0,23.0,1300.0,288.0,33.1,995.0,15.1,0.0,SSE,2.9
2015-05-26 23:00:00,Changping,2015,5,23,Tuesday,Spring,61.0,107.0,10.0,24.0,700.0,143.0,26.7,996.1,12.4,0.0,E,1.5
2015-05-27 09:00:00,Changping,2015,5,9,Wednesday,Spring,104.0,167.0,12.0,38.0,900.0,102.0,25.1,997.7,15.4,0.0,E,1.8
2015-05-27 21:00:00,Changping,2015,5,21,Wednesday,Spring,72.0,119.0,5.0,34.0,700.0,172.0,27.6,995.0,13.2,0.0,ESE,1.5
2015-05-28 01:00:00,Changping,2015,5,1,Thursday,Spring,135.0,174.0,16.0,28.0,1200.0,149.0,24.6,995.1,15.0,0.0,E,2.8
2015-05-28 02:00:00,Changping,2015,5,2,Thursday,Spring,136.0,154.0,17.0,25.0,1100.0,140.0,23.9,994.8,14.9,0.0,E,2.1
2015-05-28 07:00:00,Changping,2015,5,7,Thursday,Spring,141.0,150.0,11.0,28.0,1400.0,96.0,22.7,995.3,15.0,0.0,NNW,0.8
2015-05-28 14:00:00,Changping,2015,5,14,Thursday,Spring,3.0,158.0,15.0,,900.0,127.0,29.5,993.6,15.6,0.0,SE,2.2
2015-05-28 18:00:00,Changping,2015,5,18,Thursday,Spring,93.0,136.0,21.0,22.0,900.0,190.0,27.8,993.8,15.5,0.0,SE,2.6
2015-05-28 23:00:00,Changping,2015,5,23,Thursday,Spring,89.0,136.0,12.0,33.0,900.0,114.0,25.5,995.9,15.5,0.0,NNE,0.7
2015-05-29 08:00:00,Changping,2015,5,8,Friday,Spring,70.0,88.0,2.0,63.0,800.0,13.0,22.3,997.2,16.8,0.0,E,1.0
2015-05-29 10:00:00,Changping,2015,5,10,Friday,Spring,36.0,47.0,5.0,40.0,500.0,42.0,26.8,997.1,15.5,0.0,SE,1.0
2015-05-29 15:00:00,Changping,2015,5,15,Friday,Spring,8.0,13.0,2.0,6.0,200.0,83.0,33.4,994.1,-2.4,0.0,N,3.3
2015-05-29 21:00:00,Changping,2015,5,21,Friday,Spring,37.0,84.0,2.0,31.0,500.0,103.0,26.3,997.7,14.4,0.0,SE,1.6
2015-05-29 23:00:00,Changping,2015,5,23,Friday,Spring,69.0,102.0,3.0,30.0,700.0,85.0,24.0,999.2,15.5,0.0,ENE,1.8
2015-05-30 03:00:00,Changping,2015,5,3,Saturday,Spring,23.0,23.0,2.0,28.0,400.0,52.0,19.0,998.9,2.8,0.0,N,1.8
2015-05-30 06:00:00,Changping,2015,5,6,Saturday,Spring,6.0,24.0,2.0,24.0,200.0,42.0,19.0,1000.3,-2.6,0.0,ENE,1.0
2015-05-30 07:00:00,Changping,2015,5,7,Saturday,Spring,15.0,50.0,2.0,28.0,300.0,32.0,20.2,1000.5,-1.0,0.0,ESE,0.7
2015-05-30 10:00:00,Changping,2015,5,10,Saturday,Spring,16.0,73.0,2.0,44.0,300.0,44.0,25.1,1000.8,0.5,0.0,SE,1.5
2015-05-30 20:00:00,Changping,2015,5,20,Saturday,Spring,72.0,107.0,10.0,20.0,600.0,157.0,26.5,995.0,12.9,0.0,SSE,3.3
2015-05-30 21:00:00,Changping,2015,5,21,Saturday,Spring,51.0,92.0,8.0,20.0,600.0,146.0,26.2,995.9,13.7,0.0,SE,3.5
2015-05-31 00:00:00,Changping,2015,5,0,Sunday,Spring,34.0,74.0,6.0,50.0,900.0,48.0,23.0,996.0,12.6,0.0,E,2.9
2015-05-31 07:00:00,Changping,2015,5,7,Sunday,Spring,44.0,82.0,5.0,33.0,800.0,34.0,20.4,994.9,13.4,0.0,NNW,0.8
2015-05-31 14:00:00,Changping,2015,5,14,Sunday,Spring,60.0,83.0,13.0,17.0,700.0,207.0,31.0,989.6,13.3,0.0,SSE,2.4
2015-05-31 15:00:00,Changping,2015,5,15,Sunday,Spring,44.0,82.0,10.0,13.0,600.0,192.0,32.0,988.5,12.8,0.0,SSE,3.3
2015-06-01 01:00:00,Changping,2015,6,1,Monday,Summer,48.0,87.0,5.0,34.0,500.0,109.0,24.8,990.3,14.9,0.0,NW,1.5
2015-06-01 04:00:00,Changping,2015,6,4,Monday,Summer,49.0,83.0,4.0,19.0,600.0,113.0,23.4,991.1,13.8,0.0,NNW,1.0
2015-06-01 07:00:00,Changping,2015,6,7,Monday,Summer,54.0,108.0,4.0,69.0,900.0,38.0,24.3,991.6,12.6,0.0,N,1.4
2015-06-01 09:00:00,Changping,2015,6,9,Monday,Summer,70.0,113.0,7.0,31.0,600.0,82.0,28.9,991.7,13.9,0.0,S,1.1
2015-06-01 14:00:00,Changping,2015,6,14,Monday,Summer,3.0,167.0,13.0,17.0,900.0,220.0,32.6,990.9,17.2,0.0,SSE,2.5
2015-06-01 17:00:00,Changping,2015,6,17,Monday,Summer,111.0,211.0,13.0,28.0,1100.0,234.0,31.8,991.1,17.7,0.0,ESE,2.3
2015-06-01 18:00:00,Changping,2015,6,18,Monday,Summer,118.0,214.0,13.0,36.0,1100.0,227.0,31.3,991.3,17.6,0.0,ESE,2.7
2015-06-01 21:00:00,Changping,2015,6,21,Monday,Summer,131.0,210.0,6.0,63.0,1300.0,135.0,27.8,992.4,17.0,0.0,NNE,0.9
2015-06-02 02:00:00,Changping,2015,6,2,Tuesday,Summer,63.0,120.0,8.0,24.0,800.0,73.0,25.3,996.6,14.1,0.0,ESE,1.3
2015-06-02 04:00:00,Changping,2015,6,4,Tuesday,Summer,12.0,36.0,2.0,2.0,300.0,57.0,26.3,997.6,0.8,0.0,NNW,3.9
2015-06-02 05:00:00,Changping,2015,6,5,Tuesday,Summer,10.0,22.0,2.0,2.0,200.0,65.0,26.0,998.1,0.6,0.0,NNW,5.2
2015-06-02 07:00:00,Changping,2015,6,7,Tuesday,Summer,6.0,43.0,2.0,6.0,200.0,72.0,25.9,1000.0,1.2,0.0,NNW,4.8
2015-06-02 11:00:00,Changping,2015,6,11,Tuesday,Summer,10.0,25.0,2.0,7.0,200.0,75.0,28.7,1001.1,-0.5,0.0,NW,5.5
2015-06-02 15:00:00,Changping,2015,6,15,Tuesday,Summer,18.0,54.0,2.0,7.0,200.0,84.0,32.5,999.1,-6.0,0.0,NW,5.1
2015-06-02 20:00:00,Changping,2015,6,20,Tuesday,Summer,9.0,35.0,2.0,16.0,300.0,64.0,28.4,1000.8,-9.1,0.0,N,1.5
2015-06-03 00:00:00,Changping,2015,6,0,Wednesday,Summer,16.0,92.0,2.0,34.0,300.0,43.0,22.9,1004.7,6.6,0.0,E,3.2
2015-06-03 01:00:00,Changping,2015,6,1,Wednesday,Summer,42.0,197.0,5.0,30.0,600.0,70.0,21.6,1005.4,11.6,0.0,E,3.0
2015-06-03 04:00:00,Changping,2015,6,4,Wednesday,Summer,29.0,67.0,4.0,40.0,500.0,36.0,18.0,1006.4,5.6,0.0,N,1.2
2015-06-03 10:00:00,Changping,2015,6,10,Wednesday,Summer,19.0,78.0,10.0,41.0,500.0,48.0,27.4,1005.4,4.4,0.0,SSW,1.6
2015-06-03 18:00:00,Changping,2015,6,18,Wednesday,Summer,18.0,59.0,2.0,16.0,300.0,106.0,29.6,1000.2,1.1,0.0,S,3.8
2015-06-03 20:00:00,Changping,2015,6,20,Wednesday,Summer,26.0,87.0,6.0,26.0,400.0,116.0,27.9,1000.7,4.8,0.0,S,1.9
2015-06-04 03:00:00,Changping,2015,6,3,Thursday,Summer,24.0,33.0,7.0,18.0,400.0,96.0,25.1,998.8,8.6,0.0,WNW,4.1
2015-06-04 04:00:00,Changping,2015,6,4,Thursday,Summer,31.0,37.0,9.0,18.0,500.0,84.0,24.6,998.2,8.5,0.0,N,1.0
2015-06-04 05:00:00,Changping,2015,6,5,Thursday,Summer,32.0,34.0,6.0,29.0,400.0,82.0,25.1,997.9,7.7,0.0,W,3.3
2015-06-04 07:00:00,Changping,2015,6,7,Thursday,Summer,30.0,49.0,6.0,28.0,500.0,89.0,23.5,997.0,9.5,0.0,NW,2.7
2015-06-04 09:00:00,Changping,2015,6,9,Thursday,Summer,31.0,68.0,3.0,33.0,600.0,66.0,19.4,997.4,14.2,0.5,NNE,2.3
2015-06-04 12:00:00,Changping,2015,6,12,Thursday,Summer,,,,,,,18.6,995.7,14.1,1.0,NNE,1.0
2015-06-04 15:00:00,Changping,2015,6,15,Thursday,Summer,,,,,,,18.0,993.8,16.0,1.6,S,1.6
2015-06-04 20:00:00,Changping,2015,6,20,Thursday,Summer,,,,,,,21.2,992.0,9.7,0.0,WNW,2.6
2015-06-04 21:00:00,Changping,2015,6,21,Thursday,Summer,,,,,,,20.0,992.0,10.4,0.0,NW,2.1
2015-06-04 22:00:00,Changping,2015,6,22,Thursday,Summer,,,,,,,19.4,992.0,10.4,0.0,WNW,1.3
2015-06-04 23:00:00,Changping,2015,6,23,Thursday,Summer,,,,,,,19.7,991.8,10.1,0.0,NW,1.6
2015-06-05 01:00:00,Changping,2015,6,1,Friday,Summer,,,,,,,19.4,990.3,10.1,0.0,NNE,0.9
2015-06-05 02:00:00,Changping,2015,6,2,Friday,Summer,,,,,,,18.6,990.0,10.9,0.0,N,1.4
2015-06-05 12:00:00,Changping,2015,6,12,Friday,Summer,,,,,,,27.1,989.3,12.3,0.0,SE,2.9
2015-06-05 15:00:00,Changping,2015,6,15,Friday,Summer,,,6.0,17.0,800.0,194.0,30.6,987.3,12.0,0.0,SE,3.2
2015-06-05 17:00:00,Changping,2015,6,17,Friday,Summer,76.0,76.0,3.0,24.0,500.0,153.0,29.8,986.5,11.3,0.0,SSE,2.5
2015-06-05 23:00:00,Changping,2015,6,23,Friday,Summer,28.0,44.0,2.0,38.0,500.0,41.0,21.8,991.4,13.7,0.0,NE,1.0
2015-06-06 00:00:00,Changping,2015,6,0,Saturday,Summer,27.0,32.0,2.0,16.0,400.0,57.0,20.7,992.0,14.3,0.0,NW,1.0
2015-06-06 04:00:00,Changping,2015,6,4,Saturday,Summer,25.0,46.0,2.0,24.0,500.0,27.0,19.2,992.7,13.1,0.0,WNW,1.1
2015-06-06 07:00:00,Changping,2015,6,7,Saturday,Summer,26.0,43.0,2.0,35.0,400.0,17.0,22.0,993.4,11.7,0.0,NNW,0.6
2015-06-06 10:00:00,Changping,2015,6,10,Saturday,Summer,14.0,29.0,2.0,9.0,3000.0,72.0,27.3,992.9,10.9,0.0,NNW,1.6
2015-06-06 12:00:00,Changping,2015,6,12,Saturday,Summer,13.0,33.0,2.0,8.0,300.0,106.0,29.0,992.3,12.0,0.0,SE,2.5
2015-06-06 13:00:00,Changping,2015,6,13,Saturday,Summer,15.0,24.0,3.0,9.0,400.0,131.0,29.4,991.1,11.0,0.0,ESE,2.9
2015-06-06 14:00:00,Changping,2015,6,14,Saturday,Summer,13.0,34.0,3.0,8.0,400.0,138.0,28.5,990.4,10.7,0.0,SE,2.5
2015-06-06 15:00:00,Changping,2015,6,15,Saturday,Summer,49.0,118.0,2.0,15.0,4000.0,124.0,23.0,993.3,17.2,4.4,WNW,2.0
2015-06-06 16:00:00,Changping,2015,6,16,Saturday,Summer,41.0,72.0,2.0,21.0,5000.0,86.0,24.5,993.5,15.7,0.1,NNW,2.2
2015-06-06 17:00:00,Changping,2015,6,17,Saturday,Summer,32.0,32.0,2.0,13.0,5000.0,95.0,24.4,994.1,13.9,0.0,NNE,1.7
2015-06-06 20:00:00,Changping,2015,6,20,Saturday,Summer,14.0,15.0,6.0,20.0,4000.0,75.0,24.2,995.4,8.2,0.0,NW,2.7
2015-06-07 04:00:00,Changping,2015,6,4,Sunday,Summer,3.0,18.0,2.0,12.0,3000.0,48.0,17.2,999.0,7.8,0.0,NW,1.4
2015-06-07 11:00:00,Changping,2015,6,11,Sunday,Summer,30.0,30.0,6.0,12.0,3000.0,70.0,27.4,999.2,5.0,0.0,ESE,2.8
2015-06-07 12:00:00,Changping,2015,6,12,Sunday,Summer,22.0,22.0,3.0,7.0,3000.0,81.0,28.1,999.0,4.4,0.0,SSE,2.6
2015-06-07 14:00:00,Changping,2015,6,14,Sunday,Summer,35.0,35.0,2.0,6.0,300.0,98.0,28.1,998.2,2.3,0.0,W,1.5
2015-06-08 01:00:00,Changping,2015,6,1,Monday,Summer,9.0,13.0,2.0,13.0,300.0,51.0,17.0,998.6,8.9,0.0,NNW,2.3
2015-06-08 02:00:00,Changping,2015,6,2,Monday,Summer,11.0,11.0,2.0,11.0,200.0,46.0,16.6,998.1,8.8,0.0,NNW,1.7
2015-06-08 10:00:00,Changping,2015,6,10,Monday,Summer,18.0,22.0,9.0,,300.0,53.0,25.7,996.9,7.8,0.0,WNW,3.2
2015-06-08 16:00:00,Changping,2015,6,16,Monday,Summer,,19.0,,,,,31.2,992.0,4.1,0.0,WNW,1.9
2015-06-08 23:00:00,Changping,2015,6,23,Monday,Summer,20.0,27.0,2.0,25.0,400.0,87.0,22.1,994.1,10.3,0.0,NNW,1.1
2015-06-09 00:00:00,Changping,2015,6,0,Tuesday,Summer,24.0,39.0,2.0,63.0,500.0,45.0,21.8,994.0,10.6,0.0,NNE,0.6
2015-06-09 09:00:00,Changping,2015,6,9,Tuesday,Summer,35.0,65.0,2.0,68.0,700.0,31.0,23.4,993.2,11.8,0.0,N,1.2
2015-06-09 14:00:00,Changping,2015,6,14,Tuesday,Summer,41.0,59.0,20.0,15.0,900.0,174.0,28.3,991.9,12.6,0.0,SE,2.8
2015-06-09 20:00:00,Changping,2015,6,20,Tuesday,Summer,69.0,99.0,10.0,30.0,1000.0,158.0,26.8,993.1,12.4,0.0,S,1.4
2015-06-10 02:00:00,Changping,2015,6,2,Wednesday,Summer,109.0,109.0,2.0,73.0,1300.0,14.0,20.6,993.9,18.0,0.1,NW,0.9
2015-06-10 08:00:00,Changping,2015,6,8,Wednesday,Summer,103.0,103.0,2.0,56.0,1100.0,21.0,20.7,992.7,17.7,0.0,N,1.0
2015-06-10 10:00:00,Changping,2015,6,10,Wednesday,Summer,103.0,103.0,2.0,,1000.0,22.0,20.2,992.4,17.8,0.7,N,1.5
2015-06-10 15:00:00,Changping,2015,6,15,Wednesday,Summer,93.0,93.0,2.0,28.0,1000.0,109.0,22.4,989.5,17.3,0.0,SE,2.0
2015-06-10 23:00:00,Changping,2015,6,23,Wednesday,Summer,20.0,20.0,2.0,13.0,400.0,75.0,17.5,989.9,14.0,1.8,N,1.0
2015-06-11 02:00:00,Changping,2015,6,2,Thursday,Summer,22.0,22.0,2.0,31.0,300.0,34.0,17.7,989.6,14.0,0.1,NNW,1.7
2015-06-11 05:00:00,Changping,2015,6,5,Thursday,Summer,12.0,17.0,2.0,17.0,400.0,42.0,19.0,989.1,10.5,0.0,NW,1.6
2015-06-11 11:00:00,Changping,2015,6,11,Thursday,Summer,16.0,21.0,3.0,20.0,300.0,68.0,25.3,988.9,9.2,0.0,WNW,3.9
2015-06-11 15:00:00,Changping,2015,6,15,Thursday,Summer,6.0,11.0,2.0,14.0,200.0,81.0,27.0,987.8,7.9,0.0,NW,4.1
2015-06-11 18:00:00,Changping,2015,6,18,Thursday,Summer,7.0,7.0,2.0,14.0,200.0,82.0,26.0,987.9,8.0,0.0,NW,2.9
2015-06-11 20:00:00,Changping,2015,6,20,Thursday,Summer,9.0,19.0,2.0,15.0,300.0,77.0,23.3,988.3,8.9,0.0,NE,2.6
2015-06-12 06:00:00,Changping,2015,6,6,Friday,Summer,7.0,18.0,2.0,35.0,200.0,39.0,20.4,989.2,9.6,0.0,WNW,3.2
2015-06-12 07:00:00,Changping,2015,6,7,Friday,Summer,8.0,32.0,3.0,29.0,100.0,58.0,23.2,989.1,8.8,0.0,W,5.1
2015-06-12 08:00:00,Changping,2015,6,8,Friday,Summer,8.0,49.0,9.0,26.0,200.0,57.0,24.0,989.4,8.8,0.0,WNW,6.0
2015-06-12 09:00:00,Changping,2015,6,9,Friday,Summer,15.0,71.0,7.0,23.0,300.0,63.0,24.5,989.5,8.4,0.0,WNW,6.8
